block_id	best	delta_lik	lik_t1	lik_t2	lik_t3
NC_031969.f5.masked_28861001_28861999	t1	.0016	-1019.1855	-1019.1871	-1019.1874
NC_031969.f5.masked_28874001_28874999	t2	7.5599	-1089.4209	-1081.8607	-1089.4206
NC_031969.f5.masked_28883001_28883999	t3	.0012	-984.0561	-984.0553	-984.0541
NC_031969.f5.masked_28884001_28884999	t3	.0036	-1088.4526	-1088.4571	-1088.4490
NC_031969.f5.masked_28886001_28886999	t1	.0012	-1222.8347	-1222.8366	-1222.8359
NC_031969.f5.masked_28901001_28901999	t2	.0001	-1019.9295	-1019.9294	-1019.9331
NC_031969.f5.masked_28903001_28903999	t2	.0023	-1015.2356	-1015.2206	-1015.2229
NC_031969.f5.masked_28953001_28953999	t1	19.2362	-1335.5475	-1354.7837	-1365.6416
NC_031969.f5.masked_28955001_28955999	t1	7.6382	-1207.3140	-1214.9522	-1214.9523
NC_031969.f5.masked_29007001_29007999	t2	.0055	-1445.5942	-1445.5887	-1445.5992
NC_031969.f5.masked_29122001_29122999	t3	.0004	-1112.8527	-1112.8523	-1112.8519
NC_031969.f5.masked_29137001_29137999	t3	.0002	-1057.1130	-1057.1110	-1057.1108
NC_031969.f5.masked_29153001_29153999	t2	6.2434	-1177.1949	-1170.9091	-1177.1525
NC_031969.f5.masked_29180001_29180999	t1	1.7228	-1412.1149	-1418.9741	-1413.8377
NC_031969.f5.masked_29256001_29256999	t1	.1873	-1354.4772	-1354.6959	-1354.6645
NC_031969.f5.masked_29315001_29315999	t3	8.9368	-1081.7319	-1081.7378	-1072.7951
NC_031969.f5.masked_29317001_29317999	t1	.0001	-1027.1929	-1027.1930	-1034.8502
NC_031969.f5.masked_29321001_29321999	t2	1.1720	-1042.7403	-1041.5683	-1048.1134
NC_031969.f5.masked_29333001_29333999	t1	.0004	-1317.3361	-1317.3372	-1317.3365
NC_031969.f5.masked_29334001_29334999	t1	7.9946	-1539.9825	-1547.9771	-1548.0175
NC_031969.f5.masked_29335001_29335999	t2	.0141	-1590.9054	-1590.8913	-1591.5713
NC_031969.f5.masked_29336001_29336999	t3	.0008	-1456.3514	-1456.3506	-1456.3498
NC_031969.f5.masked_29339001_29339999	t3	.0002	-1126.0001	-1126.0003	-1125.9999
NC_031969.f5.masked_29342001_29342999	t1	10.5613	-1109.2059	-1119.7672	-1122.6463
NC_031969.f5.masked_29352001_29352999	t1	.0005	-1092.8606	-1092.8645	-1092.8611
NC_031969.f5.masked_29353001_29353999	t3	.0001	-992.9849	-992.9854	-992.9848
NC_031969.f5.masked_29355001_29355999	t1	.0004	-1035.1879	-1035.1883	-1042.6408
NC_031969.f5.masked_29362001_29362999	t2	1.4851	-1030.7146	-1029.2295	-1030.7156
NC_031969.f5.masked_29373001_29373999	t3	.0370	-1072.5667	-1072.5634	-1072.5264
NC_031969.f5.masked_29433001_29433999	t2	4.9714	-1056.8501	-1051.8787	-1056.8656
NC_031969.f5.masked_29435001_29435999	t3	7.7144	-1081.9794	-1078.6888	-1070.9744
NC_031969.f5.masked_29438001_29438999	t1	5.3225	-1105.1505	-1110.4730	-1110.4749
NC_031969.f5.masked_29440001_29440999	t3	.0006	-1164.3814	-1164.3806	-1164.3800
NC_031969.f5.masked_29442001_29442999	t3	.8616	-1084.3495	-1085.6209	-1083.4879
NC_031969.f5.masked_29452001_29452999	t1	13.1029	-1218.0155	-1231.1185	-1231.1184
NC_031969.f5.masked_29496001_29496999	t1	.0038	-1435.7999	-1435.8037	-1435.8189
NC_031969.f5.masked_29513001_29513999	t2	3.7245	-1497.6184	-1493.8939	-1503.6779
NC_031969.f5.masked_29598001_29598999	t2	6.9849	-1415.5029	-1407.2564	-1414.2413
NC_031969.f5.masked_29635001_29635999	t3	7.0243	-1038.8797	-1038.8839	-1031.8554
NC_031969.f5.masked_29636001_29636999	t1	.0174	-1041.8222	-1041.9270	-1041.8396
NC_031969.f5.masked_29646001_29646999	t1	.0035	-1228.2512	-1228.2547	-1228.2567
NC_031969.f5.masked_29665001_29665999	t2	.0001	-986.2134	-986.2100	-986.2101
NC_031969.f5.masked_29668001_29668999	t2	7.3852	-1103.4370	-1096.0518	-1108.2404
NC_031969.f5.masked_29671001_29671999	t3	.0549	-1152.6991	-1152.6932	-1152.6383
NC_031969.f5.masked_29681001_29681999	t3	6.5673	-1216.1426	-1216.1068	-1209.5395
NC_031969.f5.masked_29690001_29690999	t3	7.1644	-1361.5340	-1361.6831	-1354.3696
NC_031969.f5.masked_29700001_29700999	t1	7.8785	-1159.6682	-1167.5467	-1173.2127
NC_031969.f5.masked_29708001_29708999	t1	9.2220	-1675.5143	-1690.1510	-1684.7363
NC_031969.f5.masked_29731001_29731999	t1	.0035	-1126.3330	-1126.3408	-1126.3365
NC_031969.f5.masked_29753001_29753999	t3	1.1640	-1346.6619	-1346.5886	-1345.4246
NC_031969.f5.masked_29758001_29758999	t1	6.9404	-1154.4325	-1161.7735	-1161.3729
NC_031969.f5.masked_29768001_29768999	t3	7.8268	-1332.1754	-1332.1707	-1324.3439
NC_031969.f5.masked_29772001_29772999	t2	7.7836	-1168.8073	-1161.0228	-1168.8064
NC_031969.f5.masked_29779001_29779999	t2	7.0952	-1123.0688	-1115.9736	-1124.6726
NC_031969.f5.masked_29785001_29785999	t1	.0001	-1151.5436	-1151.5493	-1151.5437
NC_031969.f5.masked_29786001_29786999	t1	12.4924	-1063.9433	-1076.4357	-1076.5405
NC_031969.f5.masked_29789001_29789999	t3	.0016	-1194.2244	-1194.2745	-1194.2228
NC_031969.f5.masked_29792001_29792999	t2	.0045	-1125.7406	-1125.7250	-1125.7295
NC_031969.f5.masked_29795001_29795999	t3	8.1410	-1237.2105	-1237.2115	-1229.0695
NC_031969.f5.masked_29801001_29801999	t1	.0005	-1094.1604	-1094.1639	-1094.1609
NC_031969.f5.masked_29802001_29802999	t1	.3430	-1144.2698	-1144.6128	-1152.9815
NC_031969.f5.masked_29857001_29857999	t3	1.6230	-1239.5544	-1239.5530	-1237.9300
NC_031969.f5.masked_29858001_29858999	t3	.3036	-1523.3813	-1520.0087	-1519.7051
NC_031969.f5.masked_29884001_29884999	t1	9.1642	-1503.1957	-1520.0337	-1512.3599
NC_031969.f5.masked_29898001_29898999	t1	.0004	-1137.6638	-1137.6642	-1138.2547
NC_031969.f5.masked_29899001_29899999	t1	.0002	-1055.5577	-1055.5584	-1055.5579
NC_031969.f5.masked_29900001_29900999	t3	.0058	-1097.7794	-1097.7732	-1097.7674
NC_031969.f5.masked_29916001_29916999	t3	.0022	-1062.0333	-1062.0336	-1062.0311
NC_031969.f5.masked_29926001_29926999	t3	.0373	-1090.1583	-1090.6417	-1090.1210
NC_031969.f5.masked_29927001_29927999	t1	.0260	-1267.3551	-1267.3811	-1267.8480
NC_031969.f5.masked_29929001_29929999	t1	5.4596	-1337.4631	-1345.6114	-1342.9227
NC_031969.f5.masked_29930001_29930999	t3	.2929	-1288.5924	-1288.5931	-1288.2995
NC_031969.f5.masked_30026001_30026999	t3	.0022	-1361.2124	-1361.1062	-1361.1040
NC_031969.f5.masked_30027001_30027999	t3	.0051	-1123.3252	-1123.3278	-1123.3201
NC_031969.f5.masked_30031001_30031999	t3	.0027	-1039.6578	-1039.6578	-1039.6551
NC_031969.f5.masked_30035001_30035999	t3	.0383	-1076.8985	-1076.8832	-1076.8449
NC_031969.f5.masked_30048001_30048999	t1	.0009	-1104.1073	-1104.1082	-1104.1082
NC_031969.f5.masked_30103001_30103999	t1	.1144	-1006.9419	-1007.0563	-1007.0565
NC_031969.f5.masked_30108001_30108999	t2	1.4501	-1128.5147	-1127.0646	-1128.5174
NC_031969.f5.masked_30113001_30113999	t1	.0004	-1186.8528	-1186.8532	-1189.6888
NC_031969.f5.masked_30123001_30123999	t3	.0546	-1090.5893	-1090.5429	-1090.4883
NC_031969.f5.masked_30139001_30139999	t1	.0002	-1076.7867	-1076.8079	-1076.7869
NC_031969.f5.masked_30140001_30140999	t1	6.3462	-1149.1564	-1155.5026	-1155.5333
NC_031969.f5.masked_30188001_30188999	t1	.0031	-1103.3621	-1103.3652	-1110.2220
NC_031969.f5.masked_30195001_30195999	t2	.0159	-1075.3983	-1075.3824	-1082.7785
NC_031969.f5.masked_30204001_30204999	t1	22.0155	-1262.4758	-1284.4913	-1284.5829
NC_031969.f5.masked_30205001_30205999	t1	9.3679	-1378.9756	-1388.3435	-1388.3447
NC_031969.f5.masked_30207001_30207999	t3	.0046	-985.7482	-985.5162	-985.5116
NC_031969.f5.masked_30307001_30307999	t1	15.4804	-1208.1778	-1223.6902	-1223.6582
NC_031969.f5.masked_30311001_30311999	t2	.0065	-1435.1570	-1435.1505	-1439.8764
NC_031969.f5.masked_30312001_30312999	t2	.0045	-1397.2435	-1397.2378	-1397.2423
NC_031969.f5.masked_30371001_30371999	t2	6.6638	-1549.1114	-1542.4476	-1558.5331
NC_031969.f5.masked_30385001_30385999	t2	.0008	-1536.2677	-1536.2669	-1536.2682
NC_031969.f5.masked_30386001_30386999	t1	20.8636	-1138.2653	-1159.1289	-1169.9879
NC_031969.f5.masked_30390001_30390999	t1	6.9911	-1075.9416	-1083.6843	-1082.9327
NC_031969.f5.masked_30391001_30391999	t1	8.5179	-1061.3810	-1069.8989	-1069.8989
NC_031969.f5.masked_30392001_30392999	t1	7.6660	-1355.1987	-1362.8745	-1362.8647
NC_031969.f5.masked_30395001_30395999	t3	.0067	-1358.2909	-1358.3131	-1358.2842
NC_031969.f5.masked_30396001_30396999	t1	12.9332	-1069.5177	-1082.4509	-1083.4246
NC_031969.f5.masked_30402001_30402999	t1	8.8998	-1176.2485	-1185.1483	-1201.6956
NC_031969.f5.masked_30403001_30403999	t1	19.8010	-1096.1008	-1115.9345	-1115.9018
NC_031969.f5.masked_30406001_30406999	t1	21.3876	-1098.7359	-1120.1241	-1120.1235
NC_031969.f5.masked_30467001_30467999	t2	.0074	-1152.4213	-1152.4139	-1158.9311
NC_031969.f5.masked_30477001_30477999	t2	.0005	-1005.1466	-1005.1460	-1005.1465
NC_031969.f5.masked_30481001_30481999	t2	.0003	-1146.0092	-1146.0089	-1146.0177
NC_031969.f5.masked_30596001_30596999	t2	1.5697	-1341.2670	-1339.6973	-1345.8061
NC_031969.f5.masked_30597001_30597999	t1	.0049	-1421.9021	-1421.9131	-1421.9070
NC_031969.f5.masked_30611001_30611999	t1	.0019	-1215.1961	-1215.1980	-1222.2123
NC_031969.f5.masked_30612001_30612999	t1	.0009	-1038.3799	-1038.3808	-1042.9955
NC_031969.f5.masked_30641001_30641999	t1	.0015	-985.8883	-985.8906	-985.8898
NC_031969.f5.masked_30761001_30761999	t3	.0003	-1018.4947	-1018.4942	-1018.4939
NC_031969.f5.masked_30768001_30768999	t1	.6747	-1124.2770	-1125.0448	-1124.9517
NC_031969.f5.masked_30792001_30792999	t1	.0005	-1086.4411	-1086.4461	-1086.4416
NC_031969.f5.masked_30823001_30823999	t2	7.9281	-1376.9160	-1368.9879	-1376.9264
NC_031969.f5.masked_30860001_30860999	t2	.0155	-1028.7567	-1028.7349	-1028.7504
NC_031969.f5.masked_30880001_30880999	t2	15.4926	-1089.4561	-1073.9635	-1089.4756
NC_031969.f5.masked_30886001_30886999	t3	1.3725	-1114.8182	-1114.8182	-1113.4457
NC_031969.f5.masked_30889001_30889999	t3	.0062	-1307.9081	-1307.9199	-1307.9019
NC_031969.f5.masked_30891001_30891999	t2	7.7686	-1038.3499	-1030.5813	-1038.3508
NC_031969.f5.masked_31061001_31061999	t2	.0524	-1195.4226	-1195.3702	-1195.4262
NC_031969.f5.masked_31085001_31085999	t1	.0048	-1146.4387	-1146.4435	-1146.4454
NC_031969.f5.masked_31092001_31092999	t1	.0005	-1023.2317	-1023.2324	-1023.2322
NC_031969.f5.masked_31213001_31213999	t1	11.6620	-1273.0826	-1284.7468	-1284.7446
NC_031969.f5.masked_32013001_32013999	t3	.0018	-956.8885	-956.8864	-956.8846
NC_031969.f5.masked_32032001_32032999	t3	.0008	-1024.8977	-1024.8992	-1024.8969
NC_031969.f5.masked_33150001_33150999	t3	.0041	-1077.1764	-1077.1768	-1077.1723
NC_031969.f5.masked_33155001_33155999	t2	.0169	-1286.8588	-1286.8419	-1286.8677
NC_031969.f5.masked_33156001_33156999	t3	.0004	-1136.1307	-1136.1310	-1136.1303
NC_031969.f5.masked_33157001_33157999	t2	.0037	-1020.8013	-1020.7954	-1020.7991
NC_031969.f5.masked_33158001_33158999	t2	.0004	-1055.7868	-1055.7858	-1055.7862
NC_031969.f5.masked_33212001_33212999	t2	4.7033	-1166.8837	-1162.1804	-1175.8699
NC_031969.f5.masked_33302001_33302999	t1	7.7077	-1119.8329	-1127.5406	-1127.5963
NC_031969.f5.masked_34180001_34180999	t3	4.8331	-1213.7019	-1213.4984	-1208.6653
NC_031969.f5.masked_34242001_34242999	t2	.0012	-1078.4820	-1078.4808	-1078.4829
NC_031969.f5.masked_34349001_34349999	t1	5.4337	-1086.2011	-1097.0927	-1091.6348
NC_031969.f5.masked_34362001_34362999	t1	7.5231	-1349.8611	-1357.3842	-1360.7418
NC_031969.f5.masked_34571001_34571999	t1	.0006	-1080.6108	-1080.6115	-1080.6114
NC_031969.f5.masked_34630001_34630999	t1	.0049	-1178.3835	-1178.3890	-1178.3884
NC_031969.f5.masked_34849001_34849999	t2	.0023	-1107.6379	-1107.6283	-1107.6306
NC_031969.f5.masked_34857001_34857999	t1	.4889	-1214.8151	-1215.3044	-1215.3040
NC_031969.f5.masked_34861001_34861999	t3	.0008	-1135.0841	-1135.0841	-1135.0833
NC_031969.f5.masked_34916001_34916999	t3	.0202	-1069.1672	-1069.1678	-1069.1470
NC_031969.f5.masked_34955001_34955999	t1	.0001	-1033.4528	-1033.4969	-1033.4529
NC_031969.f5.masked_34969001_34969999	t2	5.0537	-1094.9631	-1089.9094	-1094.9631
NC_031969.f5.masked_34973001_34973999	t3	.0008	-1203.3362	-1203.3362	-1203.3354
NC_031969.f5.masked_35140001_35140999	t1	4.1348	-1274.6613	-1278.7994	-1278.7961
NC_031969.f5.masked_35290001_35290999	t2	.0012	-1107.4812	-1107.4800	-1107.4825
NC_031969.f5.masked_35836001_35836999	t2	.7762	-1450.7294	-1449.9532	-1457.1200
NC_031969.f5.masked_35838001_35838999	t1	35.2770	-1380.7287	-1423.4435	-1416.0057
NC_031969.f5.masked_35839001_35839999	t2	12.0468	-1219.9737	-1206.8243	-1218.8711
NC_031969.f5.masked_36073001_36073999	t1	.8430	-1089.1509	-1098.2683	-1089.9939
NC_031969.f5.masked_36088001_36088999	t2	.0007	-1545.2428	-1545.2407	-1545.2414
NC_031969.f5.masked_36089001_36089999	t1	4.6428	-1429.7866	-1437.5934	-1434.4294
NC_031969.f5.masked_36090001_36090999	t2	9.0605	-1389.2026	-1380.1421	-1392.4265
NC_031969.f5.masked_36109001_36109999	t3	.0011	-1100.5897	-1101.0760	-1100.5886
NC_031969.f5.masked_36196001_36196999	t3	.0002	-1017.6637	-1017.6617	-1017.6615
NC_031969.f5.masked_36302001_36302999	t3	.0062	-1465.3291	-1465.3291	-1465.3229
NC_031969.f5.masked_36612001_36612999	t3	6.7822	-1159.0569	-1159.0569	-1152.2747
NC_031969.f5.masked_36676001_36676999	t1	.0002	-992.6915	-992.6917	-992.6918
NC_031969.f5.masked_37349001_37349999	t2	.0015	-1309.2459	-1309.2410	-1309.2425
NC_031969.f5.masked_37351001_37351999	t3	6.6826	-1550.9638	-1550.9669	-1544.2812
NC_031969.f5.masked_37982001_37982999	t2	.4309	-1196.2931	-1195.8622	-1199.5922
NC_031969.f5.masked_37983001_37983999	t1	.0035	-1323.9897	-1323.9932	-1331.5386
